Flight_ID,Airline,Distance_km,Departure_Delay_min,Arrival_Delay_min,Delay_Status
4178,Delta,9053,109,93,Delayed
4179,Lufthansa,2548,43,24,OnTime
4180,Lufthansa,10827,57,151,Delayed
4181,Emirates,4511,175,111,OnTime
4182,Indigo,4001,33,148,OnTime
4183,Indigo,8480,32,134,OnTime
4184,Delta,4421,139,47,Delayed
4185,Delta,1882,1,125,Delayed
4186,Indigo,11833,89,88,Delayed
4187,Indigo,5452,146,76,Delayed
4188,Delta,2476,66,44,Delayed
4189,Indigo,6592,40,195,Delayed
4190,Delta,5513,37,180,Delayed
4191,Delta,3510,151,192,OnTime
4192,Emirates,11421,97,57,Delayed
4193,Delta,2540,86,117,Delayed
4194,Lufthansa,1696,173,85,Delayed
4195,Lufthansa,10466,138,187,OnTime
4196,Lufthansa,3747,80,185,Delayed
4197,Lufthansa,3685,149,0,Delayed
4198,Indigo,3102,6,38,Delayed
4199,Lufthansa,4128,18,33,Delayed
4200,Lufthansa,4542,106,67,OnTime
4201,Lufthansa,7339,90,152,OnTime
4202,Indigo,362,45,184,OnTime
4203,Emirates,6444,155,81,Delayed
4204,Delta,1737,0,93,OnTime
4205,Emirates,7666,139,13,OnTime
4206,Delta,4422,94,133,OnTime
4207,Delta,9250,86,9,Delayed
4208,Indigo,10589,114,65,Delayed
4209,Emirates,7095,150,107,Delayed
4210,Lufthansa,6778,160,183,Delayed
4211,Lufthansa,10762,120,116,Delayed
4212,Delta,7864,18,174,Delayed
4213,Lufthansa,9737,53,185,Delayed
4214,Delta,3239,134,134,OnTime
4215,Indigo,8468,16,83,Delayed
4216,Delta,3692,54,81,OnTime
4217,Lufthansa,10705,66,97,OnTime
4218,Delta,10626,157,129,OnTime
4219,Lufthansa,11949,17,18,Delayed
4220,Indigo,2077,51,90,OnTime
4221,Indigo,1109,111,119,Delayed
4222,Indigo,4276,100,23,Delayed
4223,Delta,6104,113,181,Delayed
4224,Indigo,1267,29,135,Delayed
4225,Delta,10335,24,31,Delayed
4226,Indigo,8205,127,149,OnTime
4227,Lufthansa,1367,116,22,OnTime
4228,Delta,7226,65,166,Delayed
4229,Emirates,2790,64,189,OnTime
4230,Indigo,2135,76,182,OnTime
4231,Delta,11934,141,7,OnTime
4232,Indigo,2637,105,31,Delayed
4233,Lufthansa,2407,175,135,Delayed
4234,Indigo,8449,32,107,Delayed
4235,Emirates,11976,172,197,Delayed
4236,Lufthansa,11600,13,110,OnTime
4237,Indigo,3138,121,101,Delayed
4238,Delta,2499,39,40,Delayed
4239,Indigo,1288,102,56,Delayed
4240,Indigo,5924,2,81,OnTime
4241,Indigo,11367,94,162,OnTime
4242,Delta,3418,57,62,Delayed
4243,Indigo,10731,77,78,Delayed
4244,Lufthansa,3606,28,92,Delayed
4245,Emirates,11872,48,2,OnTime
4246,Emirates,520,41,43,OnTime
4247,Delta,8980,81,59,OnTime
4248,Lufthansa,10512,164,48,OnTime
4249,Lufthansa,10123,34,2,Delayed
4250,Delta,6257,28,173,OnTime
4251,Indigo,7050,76,78,Delayed
4252,Emirates,4542,25,101,Delayed
4253,Lufthansa,2380,128,6,OnTime
4254,Delta,10341,178,196,OnTime
4255,Lufthansa,4353,169,185,Delayed
4256,Emirates,1042,118,164,OnTime
4257,Lufthansa,4379,12,48,OnTime
4258,Indigo,4193,8,22,Delayed
4259,Delta,7521,42,99,Delayed
4260,Indigo,1447,114,22,Delayed
4261,Indigo,1902,58,89,Delayed
4262,Delta,5958,114,192,OnTime
4263,Indigo,9876,125,30,OnTime
4264,Delta,6890,22,124,OnTime
4265,Emirates,6729,10,25,OnTime
4266,Indigo,11280,109,179,Delayed
4267,Delta,10857,16,191,Delayed
4268,Indigo,2984,149,171,OnTime
4269,Delta,3209,121,27,Delayed
4270,Emirates,11469,141,102,OnTime
4271,Emirates,1675,142,91,OnTime
4272,Indigo,9293,44,101,Delayed
4273,Lufthansa,5170,149,135,Delayed
4274,Emirates,6107,172,13,Delayed
4275,Lufthansa,8050,29,133,Delayed
4276,Indigo,6902,136,54,Delayed
4277,Emirates,6176,154,198,Delayed
4278,Delta,8715,86,18,OnTime
4279,Delta,11085,3,34,OnTime
4280,Emirates,9797,70,129,Delayed
4281,Emirates,9770,15,171,Delayed
4282,Emirates,4206,109,193,OnTime
4283,Indigo,1790,135,167,Delayed
4284,Emirates,1615,124,172,Delayed
4285,Emirates,7712,44,110,Delayed
4286,Delta,5225,130,172,OnTime
4287,Indigo,2784,49,2,Delayed
4288,Indigo,8540,127,43,Delayed
4289,Lufthansa,8959,141,81,Delayed
4290,Delta,4559,161,2,OnTime
4291,Delta,715,27,54,Delayed
4292,Indigo,7390,76,165,OnTime
4293,Delta,1589,177,72,OnTime
4294,Delta,6572,161,5,Delayed
4295,Indigo,9484,149,182,Delayed
4296,Delta,10156,114,190,Delayed
4297,Emirates,1204,112,25,Delayed
4298,Delta,9968,81,20,OnTime
4299,Indigo,2684,16,41,OnTime
4300,Lufthansa,6699,117,48,OnTime
4301,Delta,9792,47,195,Delayed
4302,Delta,8762,29,61,Delayed
4303,Delta,3035,139,85,Delayed
4304,Emirates,8651,97,165,OnTime
4305,Lufthansa,3740,35,89,Delayed
4306,Lufthansa,4333,79,18,Delayed
4307,Lufthansa,10746,127,40,OnTime
4308,Lufthansa,7019,148,170,Delayed
4309,Delta,2663,173,168,OnTime
4310,Emirates,3755,31,101,Delayed
4311,Indigo,3583,88,181,OnTime
4312,Emirates,5931,48,34,OnTime
4313,Emirates,3601,171,8,Delayed
4314,Lufthansa,940,176,151,Delayed
4315,Indigo,8860,108,154,Delayed
4316,Indigo,11980,100,38,Delayed
4317,Delta,7191,161,32,Delayed
4318,Emirates,1387,50,64,Delayed
4319,Indigo,10281,53,193,OnTime
4320,Lufthansa,2408,167,165,Delayed
4321,Indigo,275,60,143,OnTime
4322,Lufthansa,2664,2,61,Delayed
4323,Lufthansa,2522,72,19,OnTime
4324,Indigo,417,28,123,Delayed
4325,Delta,7541,126,60,OnTime
4326,Indigo,3286,88,196,Delayed
4327,Delta,3568,133,100,OnTime
4328,Lufthansa,2277,125,190,OnTime
4329,Emirates,323,16,167,Delayed
4330,Emirates,717,123,171,Delayed
4331,Lufthansa,6194,89,80,Delayed
4332,Indigo,4394,130,41,Delayed
4333,Lufthansa,8286,50,154,Delayed
4334,Indigo,11474,50,165,Delayed
4335,Indigo,2301,122,51,OnTime
4336,Lufthansa,2443,147,70,Delayed
4337,Delta,919,162,3,Delayed
4338,Delta,7367,143,0,OnTime
4339,Emirates,912,60,151,Delayed
4340,Indigo,11569,57,178,OnTime
4341,Emirates,1250,164,114,Delayed
4342,Lufthansa,1693,3,136,OnTime
4343,Delta,2344,75,96,Delayed
4344,Emirates,8091,70,74,OnTime
4345,Delta,10677,93,122,Delayed
4346,Emirates,8970,101,133,Delayed
4347,Emirates,5302,29,38,Delayed
4348,Lufthansa,3167,176,104,Delayed
4349,Lufthansa,5548,119,140,Delayed
4350,Indigo,1329,13,66,Delayed
4351,Lufthansa,6394,156,124,OnTime
4352,Delta,3606,162,185,Delayed
4353,Emirates,9596,156,2,Delayed
4354,Delta,10473,33,53,Delayed
4355,Lufthansa,10131,127,80,Delayed
4356,Delta,8416,39,24,Delayed
4357,Delta,9959,30,143,Delayed
4358,Indigo,3264,8,110,OnTime
4359,Delta,6373,47,97,OnTime
4360,Indigo,8859,64,61,Delayed
4361,Delta,232,51,137,Delayed
4362,Emirates,4617,152,53,OnTime
4363,Emirates,280,166,104,Delayed
4364,Emirates,6666,157,46,Delayed
4365,Indigo,10246,164,56,Delayed
4366,Lufthansa,5359,88,98,OnTime
4367,Delta,7781,64,8,Delayed
4368,Lufthansa,3673,112,159,Delayed
4369,Delta,3559,162,131,Delayed
4370,Delta,11403,18,124,Delayed
4371,Emirates,10612,59,168,Delayed
4372,Indigo,10675,148,11,OnTime
4373,Delta,247,140,154,Delayed
4374,Delta,6902,168,81,OnTime
4375,Indigo,7687,94,138,Delayed
4376,Lufthansa,9400,76,190,Delayed
4377,Lufthansa,2079,28,109,OnTime
4378,Lufthansa,3920,121,27,Delayed
4379,Lufthansa,3278,74,154,Delayed
4380,Indigo,8902,123,137,OnTime
4381,Lufthansa,3313,55,94,Delayed
4382,Delta,2844,78,67,Delayed
4383,Emirates,11217,21,166,OnTime
4384,Emirates,4937,96,9,Delayed
4385,Delta,1278,152,129,OnTime
4386,Lufthansa,6428,78,117,Delayed
4387,Lufthansa,1985,96,43,Delayed
4388,Indigo,1768,19,78,OnTime
4389,Indigo,10441,144,166,Delayed
4390,Emirates,797,58,1,Delayed
4391,Emirates,9498,25,116,Delayed
4392,Emirates,6785,9,62,OnTime
4393,Delta,5492,25,115,Delayed
4394,Emirates,5594,14,161,Delayed
4395,Lufthansa,2765,39,44,OnTime
4396,Emirates,373,115,143,Delayed
4397,Indigo,7144,176,79,OnTime
4398,Lufthansa,9547,176,69,OnTime
4399,Delta,5524,167,110,OnTime
4400,Lufthansa,2617,14,130,OnTime
4401,Indigo,10608,171,76,Delayed
4402,Delta,6815,38,78,Delayed
4403,Indigo,1098,2,104,OnTime
4404,Indigo,9035,65,41,Delayed
4405,Indigo,2577,15,61,Delayed
4406,Delta,5497,130,144,Delayed
4407,Lufthansa,2451,157,100,Delayed
4408,Emirates,3000,25,30,Delayed
4409,Indigo,567,67,72,Delayed
4410,Indigo,769,57,137,OnTime
4411,Lufthansa,6538,166,95,OnTime
4412,Lufthansa,5112,135,109,OnTime
4413,Lufthansa,773,104,116,OnTime
4414,Indigo,905,73,93,OnTime
4415,Lufthansa,881,172,190,Delayed
4416,Delta,4084,17,9,Delayed
4417,Emirates,1766,103,192,OnTime
4418,Indigo,5293,60,188,OnTime
4419,Lufthansa,4294,67,80,OnTime
4420,Lufthansa,10665,144,52,OnTime
4421,Delta,8335,61,135,Delayed
4422,Indigo,9742,108,151,Delayed
4423,Delta,4473,71,137,OnTime
4424,Indigo,7583,1,9,Delayed
4425,Emirates,2421,75,66,OnTime
4426,Indigo,5242,14,157,OnTime
4427,Indigo,2409,171,155,OnTime
4428,Indigo,2618,119,189,OnTime
4429,Lufthansa,4221,145,176,OnTime
4430,Delta,8724,88,143,Delayed
4431,Lufthansa,8093,53,52,Delayed
4432,Lufthansa,299,5,84,Delayed
4433,Delta,5168,14,83,OnTime
4434,Lufthansa,11144,135,116,OnTime
4435,Lufthansa,4478,157,20,Delayed
4436,Lufthansa,11999,49,28,Delayed
4437,Delta,261,173,149,Delayed
4438,Lufthansa,497,128,157,OnTime
4439,Lufthansa,2874,20,20,OnTime
4440,Lufthansa,11542,88,192,OnTime
4441,Indigo,4480,10,146,Delayed
4442,Indigo,10196,125,102,OnTime
4443,Lufthansa,4682,4,64,OnTime
4444,Lufthansa,6153,125,102,Delayed
4445,Indigo,564,146,76,OnTime
4446,Indigo,5138,20,97,OnTime
4447,Indigo,8148,9,189,Delayed
4448,Indigo,5402,103,6,OnTime
4449,Lufthansa,3278,6,94,OnTime
4450,Lufthansa,2989,16,74,Delayed
4451,Delta,11643,162,145,OnTime
4452,Lufthansa,11324,108,31,Delayed
4453,Delta,2830,35,146,Delayed
4454,Delta,2784,16,162,Delayed
4455,Indigo,2940,108,75,OnTime
4456,Lufthansa,1143,149,156,Delayed
4457,Delta,9399,7,122,OnTime
4458,Emirates,506,2,171,Delayed
4459,Delta,2939,135,37,Delayed
4460,Indigo,4604,104,172,OnTime
4461,Indigo,5267,47,190,OnTime
4462,Indigo,6861,126,135,OnTime
4463,Indigo,2397,104,50,Delayed
4464,Indigo,10436,101,17,OnTime
4465,Delta,5109,26,94,OnTime
4466,Indigo,5182,107,91,Delayed
4467,Delta,3087,111,29,Delayed
4468,Delta,7457,91,60,Delayed
4469,Emirates,7792,146,77,OnTime
4470,Emirates,4010,167,50,Delayed
4471,Delta,6574,144,90,OnTime
4472,Delta,9058,94,20,Delayed
4473,Delta,6397,38,23,Delayed
4474,Emirates,9420,9,172,Delayed
4475,Indigo,4265,5,112,OnTime
4476,Lufthansa,10611,74,172,Delayed
4477,Delta,5223,121,152,OnTime
4478,Indigo,3869,50,27,OnTime
4479,Lufthansa,1960,125,161,OnTime
4480,Indigo,1911,123,178,Delayed
4481,Lufthansa,9470,81,86,Delayed
4482,Lufthansa,6379,74,47,Delayed
4483,Indigo,2262,50,112,OnTime
4484,Lufthansa,6445,98,55,Delayed
4485,Lufthansa,11435,118,189,Delayed
4486,Emirates,9037,95,57,OnTime
4487,Lufthansa,8846,20,159,OnTime
4488,Delta,11558,95,64,OnTime
4489,Lufthansa,8298,9,102,Delayed
4490,Emirates,11078,120,130,OnTime
4491,Lufthansa,4738,21,116,OnTime
4492,Emirates,11784,169,187,Delayed
4493,Indigo,437,61,22,Delayed
4494,Emirates,11451,116,86,OnTime
4495,Emirates,11001,55,130,OnTime
4496,Indigo,10757,51,37,OnTime
4497,Indigo,4006,111,63,OnTime
4498,Lufthansa,4542,96,115,OnTime
4499,Delta,9449,14,97,OnTime
4500,Indigo,1267,103,172,OnTime
4501,Lufthansa,591,84,3,Delayed
4502,Emirates,11769,72,165,Delayed
4503,Emirates,4188,91,106,OnTime
4504,Indigo,11311,140,86,Delayed
4505,Delta,11931,58,95,OnTime
4506,Emirates,8830,54,28,OnTime
4507,Indigo,1344,61,47,OnTime
4508,Indigo,8680,158,5,OnTime
4509,Emirates,3746,150,10,Delayed
4510,Emirates,7937,179,73,Delayed
4511,Emirates,9519,91,56,Delayed
4512,Lufthansa,11925,61,103,OnTime
4513,Delta,766,142,199,Delayed
4514,Indigo,3823,48,2,OnTime
4515,Emirates,1876,39,100,OnTime
4516,Lufthansa,2566,18,13,OnTime
4517,Delta,10076,146,156,OnTime
4518,Emirates,6216,2,98,OnTime
4519,Delta,5269,111,119,OnTime
4520,Indigo,6091,147,13,Delayed
4521,Emirates,10683,106,94,Delayed
4522,Delta,4938,137,108,OnTime
4523,Lufthansa,6002,121,145,OnTime
4524,Delta,4252,155,41,Delayed
4525,Lufthansa,9928,23,83,OnTime
4526,Delta,4531,107,173,Delayed
4527,Indigo,10689,24,72,Delayed
4528,Delta,9856,13,6,Delayed
4529,Delta,5434,28,3,OnTime
4530,Indigo,766,150,112,Delayed
4531,Delta,6739,153,65,Delayed
4532,Delta,6137,61,124,OnTime
4533,Lufthansa,3677,172,13,OnTime
4534,Lufthansa,5609,0,26,OnTime
4535,Lufthansa,10994,113,34,Delayed
4536,Emirates,3619,50,185,OnTime
4537,Emirates,8326,70,64,Delayed
4538,Lufthansa,6394,48,153,Delayed
4539,Emirates,8557,42,84,OnTime
4540,Lufthansa,11666,68,82,Delayed
4541,Emirates,11294,22,140,OnTime
4542,Indigo,545,83,29,OnTime
4543,Emirates,7213,168,62,OnTime
4544,Indigo,451,85,154,OnTime
4545,Lufthansa,7479,84,185,Delayed
4546,Emirates,647,54,91,OnTime
4547,Delta,11524,147,110,Delayed
4548,Lufthansa,678,66,193,Delayed
4549,Indigo,11268,87,4,OnTime
4550,Lufthansa,4702,131,166,OnTime
4551,Delta,9766,162,104,Delayed
4552,Lufthansa,8472,45,121,Delayed
4553,Lufthansa,2037,83,136,OnTime
4554,Delta,4072,133,142,OnTime
4555,Emirates,9318,105,97,Delayed
4556,Indigo,10179,6,80,Delayed
4557,Lufthansa,2169,49,54,OnTime
4558,Lufthansa,3402,70,118,Delayed
4559,Lufthansa,11286,15,118,OnTime
4560,Delta,2918,83,77,OnTime
4561,Emirates,7645,4,156,Delayed
4562,Indigo,11730,37,76,Delayed
4563,Emirates,2878,74,96,OnTime
4564,Lufthansa,10123,136,129,OnTime
4565,Delta,7505,102,15,Delayed
4566,Emirates,9062,79,5,OnTime
4567,Emirates,4997,46,14,Delayed
4568,Lufthansa,3842,28,94,OnTime
4569,Indigo,9225,92,34,Delayed
4570,Delta,3063,153,17,OnTime
4571,Delta,11368,10,107,Delayed
4572,Indigo,11386,121,152,OnTime
4573,Delta,9640,162,145,Delayed
4574,Delta,2215,71,180,Delayed
4575,Lufthansa,6233,127,25,Delayed
4576,Delta,6159,140,19,OnTime
4577,Lufthansa,3681,65,89,Delayed
4578,Delta,7912,40,151,Delayed
4579,Indigo,10356,111,85,Delayed
4580,Lufthansa,9741,52,84,OnTime
4581,Delta,10599,37,42,OnTime
4582,Emirates,279,92,88,Delayed
4583,Indigo,11932,143,85,OnTime
4584,Lufthansa,4515,133,111,Delayed
4585,Indigo,8244,154,179,OnTime
4586,Indigo,2190,177,154,Delayed
4587,Delta,10959,95,31,OnTime
4588,Emirates,6622,38,57,Delayed
4589,Delta,10861,144,13,Delayed
4590,Indigo,4379,168,10,OnTime
4591,Lufthansa,11000,174,142,OnTime
4592,Emirates,6469,5,18,Delayed
4593,Indigo,11208,176,119,Delayed
4594,Lufthansa,9237,33,19,OnTime
4595,Lufthansa,3829,40,75,OnTime
4596,Delta,5544,132,159,Delayed
4597,Indigo,7193,70,112,OnTime
4598,Lufthansa,9885,2,71,Delayed
4599,Lufthansa,4713,79,191,Delayed
4600,Indigo,10230,42,13,Delayed
4601,Indigo,1505,37,155,Delayed
4602,Emirates,3903,161,113,Delayed
4603,Indigo,5185,49,5,Delayed
4604,Delta,5382,143,32,Delayed
4605,Emirates,10435,1,111,Delayed
4606,Delta,9597,141,102,Delayed
4607,Delta,1052,112,112,OnTime
4608,Emirates,2673,2,63,OnTime
4609,Emirates,8312,132,152,OnTime
4610,Lufthansa,8625,36,5,Delayed
4611,Lufthansa,11118,118,18,OnTime
4612,Delta,6990,127,127,Delayed
4613,Emirates,10980,76,114,OnTime
4614,Delta,4694,39,178,OnTime
4615,Indigo,4581,18,198,OnTime
4616,Indigo,5997,62,162,OnTime
4617,Emirates,6337,150,191,Delayed
4618,Indigo,2618,14,82,OnTime
4619,Lufthansa,9500,179,172,Delayed
4620,Emirates,9142,54,137,Delayed
4621,Lufthansa,11569,123,30,Delayed
4622,Indigo,1869,131,126,OnTime
4623,Emirates,3598,47,124,Delayed
4624,Lufthansa,3148,47,76,Delayed
4625,Delta,6882,41,144,OnTime
4626,Delta,11199,108,3,Delayed
4627,Emirates,6414,49,65,Delayed
4628,Delta,1295,112,162,OnTime
4629,Lufthansa,8153,138,152,Delayed
4630,Lufthansa,11291,90,73,Delayed
4631,Emirates,10563,84,82,Delayed
4632,Lufthansa,1869,128,84,OnTime
4633,Delta,5235,105,109,Delayed
4634,Delta,5279,113,117,Delayed
4635,Delta,9464,174,72,Delayed
4636,Indigo,2064,48,175,Delayed
4637,Emirates,6337,33,163,OnTime
4638,Lufthansa,1130,27,161,OnTime
4639,Delta,9438,55,167,Delayed
4640,Indigo,9044,129,21,OnTime
4641,Indigo,7136,149,166,Delayed
4642,Lufthansa,4204,119,139,Delayed
4643,Indigo,3734,167,161,OnTime
4644,Indigo,2102,75,184,Delayed
4645,Emirates,1522,73,133,OnTime
4646,Delta,9523,78,60,Delayed
4647,Lufthansa,6698,160,18,OnTime
4648,Delta,7719,71,123,Delayed
4649,Delta,7777,140,66,OnTime
4650,Emirates,10746,111,11,OnTime
4651,Emirates,1280,116,180,Delayed
4652,Lufthansa,11923,154,64,Delayed
4653,Emirates,9345,29,5,Delayed
4654,Indigo,3608,75,13,OnTime
4655,Delta,374,18,186,OnTime
4656,Emirates,1513,75,175,Delayed
4657,Delta,9510,68,111,Delayed
4658,Emirates,4847,163,4,OnTime
4659,Indigo,2597,38,194,OnTime
4660,Delta,5929,4,110,Delayed
4661,Indigo,5966,114,8,Delayed
4662,Emirates,6081,81,133,OnTime
4663,Delta,3573,101,108,OnTime
4664,Indigo,5082,164,167,OnTime
4665,Indigo,2264,54,158,Delayed
4666,Emirates,10856,149,167,Delayed
4667,Indigo,11014,60,136,OnTime
4668,Emirates,4015,103,173,OnTime
4669,Delta,5402,141,63,Delayed
4670,Delta,7977,106,103,OnTime
4671,Lufthansa,10012,99,70,Delayed
4672,Lufthansa,10213,26,70,OnTime
4673,Indigo,11350,111,145,OnTime
4674,Indigo,6731,62,6,OnTime
4675,Delta,8221,153,171,Delayed
4676,Lufthansa,8735,86,78,Delayed
4677,Delta,4961,29,61,OnTime
4678,Lufthansa,3143,137,80,Delayed
4679,Indigo,4768,107,75,OnTime
4680,Indigo,7858,126,19,OnTime
4681,Lufthansa,335,99,41,Delayed
4682,Delta,773,17,190,Delayed
4683,Indigo,6646,82,148,OnTime
4684,Emirates,4144,96,171,Delayed
4685,Lufthansa,6265,40,12,Delayed
4686,Emirates,4879,126,108,OnTime
4687,Lufthansa,808,31,39,OnTime
4688,Delta,8714,58,81,Delayed
4689,Indigo,6010,151,3,Delayed
4690,Emirates,4792,77,127,Delayed
4691,Indigo,8618,178,196,Delayed
4692,Lufthansa,9615,173,98,Delayed
4693,Emirates,10152,145,184,Delayed
4694,Delta,929,64,128,Delayed
4695,Emirates,6523,150,86,OnTime
4696,Lufthansa,4569,31,162,Delayed
4697,Emirates,11654,177,77,Delayed
4698,Indigo,6158,14,112,Delayed
4699,Delta,844,91,87,OnTime
4700,Lufthansa,3333,40,54,OnTime
4701,Emirates,8060,129,141,OnTime
4702,Emirates,2212,24,64,OnTime
4703,Emirates,5821,119,123,OnTime
4704,Emirates,6190,27,121,OnTime
4705,Delta,5248,63,194,OnTime
4706,Delta,10725,139,156,OnTime
4707,Indigo,5144,13,24,Delayed
4708,Indigo,9831,73,76,OnTime
4709,Lufthansa,5677,138,0,OnTime
4710,Delta,7635,136,186,Delayed
4711,Lufthansa,9730,113,17,Delayed
4712,Delta,4342,94,76,OnTime
4713,Lufthansa,1751,46,178,OnTime
4714,Delta,11151,52,188,OnTime
4715,Indigo,10768,145,71,OnTime
4716,Indigo,2001,174,141,OnTime
4717,Delta,7383,147,72,Delayed
4718,Emirates,1206,170,36,OnTime
4719,Delta,10238,136,148,OnTime
4720,Indigo,1730,95,128,Delayed
4721,Lufthansa,252,49,126,Delayed
4722,Lufthansa,5606,28,35,Delayed
4723,Lufthansa,3953,79,116,Delayed
4724,Delta,10149,63,21,OnTime
4725,Lufthansa,1417,129,126,Delayed
4726,Emirates,3677,136,100,Delayed
4727,Lufthansa,5565,133,20,Delayed
4728,Lufthansa,6741,97,139,Delayed
4729,Emirates,9165,109,176,OnTime
4730,Lufthansa,4576,40,72,OnTime
4731,Emirates,11467,16,65,OnTime
4732,Indigo,5910,146,191,Delayed
4733,Lufthansa,4557,22,79,OnTime
4734,Emirates,8968,118,44,Delayed
4735,Emirates,3696,123,114,OnTime
4736,Indigo,1829,164,193,Delayed
4737,Emirates,7869,123,20,Delayed
4738,Lufthansa,8653,119,95,Delayed
4739,Indigo,8859,84,146,Delayed
4740,Indigo,5446,146,191,Delayed
4741,Lufthansa,11712,26,140,OnTime
4742,Emirates,7247,95,83,Delayed
4743,Emirates,3211,150,75,Delayed
4744,Lufthansa,6275,141,183,Delayed
4745,Delta,3126,72,37,Delayed
4746,Delta,5286,112,53,OnTime
4747,Indigo,11130,36,42,OnTime
4748,Delta,6611,143,73,Delayed
4749,Emirates,11006,143,197,Delayed
4750,Indigo,1172,115,28,Delayed
4751,Emirates,1458,150,163,Delayed
4752,Delta,7705,105,82,Delayed
4753,Indigo,2212,37,181,Delayed
4754,Emirates,702,64,79,Delayed
4755,Lufthansa,11187,58,28,OnTime
4756,Delta,1969,81,182,Delayed
4757,Delta,2324,164,161,Delayed
4758,Lufthansa,1319,163,22,OnTime
4759,Delta,11477,137,173,OnTime
4760,Lufthansa,11978,53,64,Delayed
4761,Delta,2618,42,102,Delayed
4762,Lufthansa,7402,62,106,OnTime
4763,Emirates,2366,72,45,Delayed
4764,Lufthansa,4275,140,106,OnTime
4765,Indigo,2983,136,153,OnTime
4766,Delta,3387,50,96,Delayed
4767,Emirates,931,23,102,Delayed
4768,Lufthansa,7854,152,85,OnTime
4769,Lufthansa,2767,147,155,OnTime
4770,Indigo,11126,97,16,Delayed
4771,Lufthansa,3568,95,33,OnTime
4772,Emirates,9538,20,77,Delayed
4773,Delta,918,80,88,OnTime
4774,Lufthansa,3314,161,94,OnTime
4775,Indigo,1359,27,138,Delayed
4776,Indigo,4867,99,98,OnTime
4777,Delta,3088,14,39,OnTime
4778,Delta,447,97,182,Delayed
4779,Delta,10187,153,173,OnTime
4780,Lufthansa,3419,61,156,OnTime
4781,Indigo,8170,31,178,Delayed
4782,Indigo,5522,50,145,Delayed
4783,Emirates,2790,177,86,Delayed
4784,Indigo,7763,15,118,Delayed
4785,Delta,10858,22,115,Delayed
4786,Lufthansa,8490,35,168,Delayed
4787,Lufthansa,9422,35,133,OnTime
4788,Emirates,9262,168,86,OnTime
4789,Delta,11867,108,102,OnTime
4790,Indigo,9567,64,162,OnTime
4791,Delta,658,52,150,OnTime
4792,Emirates,9251,152,79,Delayed
4793,Lufthansa,6892,122,145,Delayed
4794,Indigo,5065,160,99,OnTime
4795,Emirates,8640,174,70,OnTime
4796,Indigo,5970,141,150,Delayed
4797,Emirates,7679,26,75,Delayed
4798,Emirates,6187,151,79,Delayed
4799,Indigo,8121,10,2,OnTime
4800,Emirates,3442,156,160,OnTime
4801,Delta,6303,136,94,OnTime
4802,Lufthansa,10892,80,199,OnTime
4803,Indigo,6585,115,151,Delayed
4804,Delta,11998,173,80,Delayed
4805,Lufthansa,9514,35,157,OnTime
4806,Delta,7094,10,113,OnTime
4807,Lufthansa,10120,138,172,OnTime
4808,Emirates,1578,105,167,Delayed
4809,Emirates,11208,21,133,Delayed
4810,Indigo,6913,94,113,OnTime
4811,Emirates,5837,65,11,Delayed
4812,Lufthansa,8369,22,48,OnTime
4813,Emirates,1171,135,152,OnTime
4814,Emirates,7416,133,155,OnTime
4815,Emirates,9583,62,78,Delayed
4816,Delta,4213,115,2,OnTime
4817,Delta,10287,81,197,OnTime
4818,Delta,8435,177,100,OnTime
4819,Lufthansa,3656,16,56,OnTime
4820,Emirates,11550,0,184,Delayed
4821,Indigo,10386,135,111,OnTime
4822,Delta,11115,175,76,Delayed
4823,Emirates,10324,55,15,OnTime
4824,Emirates,6202,93,83,OnTime
4825,Lufthansa,1292,84,69,Delayed
4826,Indigo,3604,29,3,OnTime
4827,Lufthansa,10643,139,117,OnTime
4828,Delta,5788,106,35,OnTime
4829,Lufthansa,1379,156,175,OnTime
4830,Indigo,6904,135,169,OnTime
4831,Indigo,3687,126,5,OnTime
4832,Emirates,7666,90,146,OnTime
4833,Lufthansa,1203,5,146,OnTime
4834,Lufthansa,4289,2,141,OnTime
4835,Delta,5858,84,96,OnTime
4836,Lufthansa,6282,16,110,Delayed
4837,Indigo,3770,160,15,OnTime
4838,Delta,9283,50,175,OnTime
4839,Emirates,7996,179,44,OnTime
4840,Delta,8310,28,93,OnTime
4841,Indigo,11575,52,86,Delayed
4842,Emirates,3100,20,100,Delayed
4843,Emirates,4152,124,135,OnTime
4844,Lufthansa,9705,135,67,Delayed
4845,Emirates,4638,178,168,OnTime
4846,Lufthansa,8336,174,192,Delayed
4847,Indigo,11296,18,122,Delayed
4848,Indigo,8655,4,64,OnTime
4849,Indigo,367,60,6,OnTime
4850,Indigo,9686,158,6,OnTime
4851,Delta,9400,84,143,OnTime
4852,Lufthansa,11207,141,88,Delayed
4853,Delta,5973,45,18,Delayed
4854,Indigo,3416,100,165,OnTime
4855,Delta,4938,61,160,OnTime
4856,Lufthansa,6703,78,141,Delayed
4857,Emirates,1981,29,138,OnTime
4858,Delta,7959,73,84,OnTime
4859,Delta,9241,173,51,OnTime
4860,Emirates,2341,79,191,Delayed
4861,Emirates,1663,40,6,OnTime
4862,Delta,6068,3,190,Delayed
4863,Lufthansa,3127,28,25,OnTime
4864,Indigo,7990,29,137,Delayed
4865,Lufthansa,10020,68,88,Delayed
4866,Delta,3291,152,11,Delayed
4867,Indigo,10189,168,164,OnTime
